OrderID,OrderDate,ShipMode,CustomerSegment,Country,State,City,Region,Category,SubCategory,Quantity,UnitPrice,Discount,Unit_Cost
S1-100454,29/07/2022,Standard Class,Consumer,United States,California,Los Angeles,West,Technology,Accessories,2,784.11,0,641.175
S1-100455,18/06/2021,Second Class,Consumer,United States,California,San Francisco,West,Furniture,Bookcases,3,616.95,0.1,337.23
S1-100456,10/09/2022,Standard Class,Consumer,United States,Massachusetts,Cambridge,East,Furniture,Furnishings,3,605.25,0,463.7
S1-100457,12/07/2023,Standard Class,Corporate,United States,Florida,Tallahassee,South,Furniture,Tables,1,657.99,0,491.37
S1-100458,17/08/2022,First Class,Corporate,United States,Colorado,Fort Collins,West,Technology,Machines,4,407.08,0.2,258.295
S1-100459,26/05/2021,Standard Class,Consumer,United States,New York,Rochester,East,Technology,Phones,4,350.52,0,245.1675
S1-100460,28/03/2023,Same Day,Corporate,United States,Colorado,Aurora,West,Technology,Copiers,2,686.44,0,433.77
S1-100461,28/08/2022,Standard Class,Consumer,United States,Nevada,Henderson,West,Technology,Accessories,2,113.14,0,83.04
S1-100462,26/11/2022,Standard Class,Consumer,United States,New York,Syracuse,East,Office Supplies,Labels,3,680.32,0,448.02
S1-100463,18/11/2023,Standard Class,Corporate,United States,New York,Rochester,East,Furniture,Tables,1,275.59,0,179.89
S1-100464,18/09/2022,Standard Class,Consumer,United States,New York,New York,East,Office Supplies,Paper,4,735.12,0,509.4375
S1-100465,17/05/2023,Standard Class,Consumer,United States,Nevada,Sparks,West,Furniture,Chairs,4,706.26,0,545.4375
S1-100466,25/04/2021,Standard Class,Corporate,United States,Colorado,Aurora,West,Office Supplies,Paper,2,649.66,0,560.31
S1-100467,13/01/2023,First Class,Corporate,United States,Texas,Dallas,Central,Furniture,Tables,1,93.54,0,58.3
S1-100468,28/12/2021,Second Class,Home Office,United States,Massachusetts,Boston,East,Technology,Copiers,2,231.98,0,198.8
S1-100469,24/02/2022,Second Class,Consumer,United States,Washington,Spokane,West,Technology,Machines,3,323.17,0,244.7933333
S1-100470,12/07/2023,Standard Class,Consumer,United States,Massachusetts,Worcester,East,Office Supplies,Binders,2,73.73,0,47.94
S1-100471,11/03/2021,Standard Class,Corporate,United States,Arizona,Tucson,West,Office Supplies,Labels,1,279.09,0,209.87
S1-100472,21/04/2023,Standard Class,Consumer,United States,Washington,Tacoma,West,Furniture,Bookcases,2,644.4,0,503.635
S1-100473,21/02/2022,Second Class,Home Office,United States,Florida,Tallahassee,South,Office Supplies,Binders,3,547.03,0,349.75
S1-100474,04/09/2021,Standard Class,Consumer,United States,New York,Buffalo,East,Technology,Accessories,1,357.33,0,307.54
S1-100475,21/08/2021,First Class,Home Office,United States,Texas,Austin,Central,Office Supplies,Storage,3,335.02,0.3,145.2966667
S1-100476,11/01/2023,Second Class,Consumer,United States,Illinois,Naperville,Central,Technology,Copiers,2,528.76,0,351.255
S1-100477,14/05/2023,Second Class,Consumer,United States,Colorado,Colorado Springs,West,Furniture,Tables,1,347.33,0,237.12
S1-100478,07/11/2023,Second Class,Home Office,United States,Florida,Tallahassee,South,Technology,Copiers,4,258.52,0.1,149.1525
S1-100479,13/09/2021,Second Class,Consumer,United States,Washington,Seattle,West,Furniture,Furnishings,1,154.09,0,131.41
S1-100480,26/11/2023,Standard Class,Corporate,United States,Washington,Spokane,West,Furniture,Tables,3,329.84,0,241.07
S1-100481,01/02/2021,Standard Class,Consumer,United States,Illinois,Joliet,Central,Office Supplies,Labels,1,192.92,0,147.04
S1-100482,20/11/2021,First Class,Consumer,United States,Arizona,Tucson,West,Office Supplies,Art,2,147.25,0,123.11
S1-100483,11/01/2023,Standard Class,Consumer,United States,Illinois,Aurora,Central,Technology,Copiers,4,63.59,0,40.5
S1-100484,07/01/2021,Second Class,Consumer,United States,Nevada,Reno,West,Furniture,Tables,2,114.63,0,73.475
S1-100485,22/05/2021,Standard Class,Consumer,United States,New York,Albany,East,Technology,Phones,4,373.12,0,226.475
S1-100486,24/09/2023,Second Class,Corporate,United States,Illinois,Springfield,Central,Furniture,Furnishings,1,238.23,0,174.57
S1-100487,16/11/2021,Standard Class,Consumer,United States,Washington,Spokane,West,Technology,Copiers,3,181.41,0,129.9333333
S1-100488,20/05/2021,Same Day,Home Office,United States,Texas,Austin,Central,Office Supplies,Binders,4,91.7,0,65.855
S1-100489,08/08/2021,Second Class,Corporate,United States,New York,Buffalo,East,Office Supplies,Binders,2,180.6,0,156.515
S1-100490,20/12/2023,Standard Class,Corporate,United States,Washington,Spokane,West,Furniture,Furnishings,3,704.15,0,566.6633333
S1-100491,13/03/2021,Standard Class,Consumer,United States,Texas,Austin,Central,Office Supplies,Labels,4,600.32,0,525.9525
S1-100492,28/07/2021,Standard Class,Consumer,United States,Florida,Miami,South,Furniture,Furnishings,2,176.81,0,144.1
S1-100493,09/12/2022,Standard Class,Corporate,United States,Arizona,Chandler,West,Technology,Accessories,1,294.22,0.1,209.06
S1-100494,31/08/2022,Second Class,Consumer,United States,Nevada,Las Vegas,West,Office Supplies,Labels,4,478.17,0.1,342.8525
S1-100495,25/10/2023,Second Class,Consumer,United States,New York,Albany,East,Furniture,Furnishings,1,687.65,0,487.04
S1-100496,11/01/2022,Second Class,Consumer,United States,Texas,Houston,Central,Office Supplies,Binders,1,299.51,0,182.51
S1-100497,26/03/2022,First Class,Corporate,United States,Colorado,Denver,West,Furniture,Furnishings,2,374.76,0,316.135
S1-100498,07/08/2021,Standard Class,Consumer,United States,Massachusetts,Cambridge,East,Furniture,Chairs,2,508.32,0,445.195
S1-100499,15/12/2021,Second Class,Corporate,United States,California,Sacramento,West,Technology,Accessories,1,138.87,0,98.04
S1-100500,17/12/2022,Standard Class,Consumer,United States,New York,Albany,East,Technology,Phones,2,620.35,0,502.835
S1-100501,12/03/2021,Standard Class,Consumer,United States,New York,Rochester,East,Furniture,Bookcases,2,407.7,0,318.11
S1-100502,24/12/2021,Standard Class,Corporate,United States,Massachusetts,Lowell,East,Technology,Copiers,3,350.73,0,272.7266667
S1-100503,16/09/2021,Second Class,Corporate,United States,California,Sacramento,West,Furniture,Bookcases,1,717.11,0,620.55
S1-100504,15/06/2021,Same Day,Consumer,United States,New York,New York,East,Furniture,Tables,4,187.57,0.1,109.345
S1-100505,24/08/2022,Standard Class,Corporate,United States,New York,Rochester,East,Office Supplies,Paper,2,441.67,0,344.85
S1-100506,07/11/2021,Standard Class,Home Office,United States,Texas,Houston,Central,Furniture,Chairs,3,500.74,0,341.9433333
S1-100507,03/11/2022,Second Class,Home Office,United States,New York,Buffalo,East,Office Supplies,Storage,1,392.94,0,277.02
S1-100508,30/03/2021,Standard Class,Home Office,United States,Texas,Austin,Central,Office Supplies,Paper,2,628.22,0,553.595
S1-100509,25/01/2021,First Class,Home Office,United States,Washington,Bellevue,West,Office Supplies,Binders,3,553.06,0,469.2033333
S1-100510,28/08/2021,First Class,Corporate,United States,Illinois,Aurora,Central,Furniture,Bookcases,2,135.94,0,102.36
S1-100511,28/01/2021,Standard Class,Consumer,United States,Texas,San Antonio,Central,Technology,Machines,4,483.17,0.1,267.9275
S1-100512,01/10/2022,Same Day,Corporate,United States,Colorado,Colorado Springs,West,Office Supplies,Storage,1,354.39,0,310.09
S1-100513,02/12/2023,First Class,Home Office,United States,New York,New York,East,Furniture,Tables,3,49.04,0,32.77
S1-100514,19/12/2021,Standard Class,Consumer,United States,Colorado,Boulder,West,Furniture,Furnishings,4,717.24,0,622.77
S1-100515,24/01/2022,Standard Class,Consumer,United States,Colorado,Denver,West,Office Supplies,Binders,1,263.18,0,193.85
S1-100516,04/12/2021,Standard Class,Corporate,United States,Massachusetts,Lowell,East,Furniture,Tables,3,296.27,0.1,169.9166667
S1-100517,03/09/2023,Standard Class,Consumer,United States,Arizona,Chandler,West,Technology,Phones,1,157.73,0,118.5
S1-100518,17/05/2021,Standard Class,Consumer,United States,Colorado,Colorado Springs,West,Furniture,Bookcases,4,23.01,0,19.9825
S1-100519,30/04/2021,Standard Class,Home Office,United States,Colorado,Fort Collins,West,Furniture,Bookcases,4,357.23,0,295.07
S1-100520,03/12/2022,Standard Class,Consumer,United States,New York,New York,East,Furniture,Tables,1,46.41,0.2,23.09
S1-100521,25/09/2022,Standard Class,Consumer,United States,Washington,Spokane,West,Technology,Machines,2,303.22,0,208.57
S1-100522,26/05/2023,Standard Class,Consumer,United States,Texas,Austin,Central,Furniture,Chairs,2,114.42,0,75.275
S1-100523,13/10/2022,Standard Class,Corporate,United States,Nevada,Sparks,West,Office Supplies,Storage,3,151.39,0,110.71
S1-100524,02/08/2023,First Class,Consumer,United States,Texas,Dallas,Central,Furniture,Tables,3,409.96,0,258.6366667
S1-100525,05/10/2022,Standard Class,Corporate,United States,Washington,Seattle,West,Furniture,Furnishings,4,483.66,0,352.1
S1-100526,08/10/2021,Standard Class,Consumer,United States,Colorado,Boulder,West,Furniture,Furnishings,1,265.67,0.2,185.99
S1-100527,15/12/2023,Second Class,Consumer,United States,Massachusetts,Lowell,East,Technology,Machines,4,463.98,0.1,272.8225
S1-100528,08/05/2023,Second Class,Consumer,United States,Massachusetts,Cambridge,East,Technology,Accessories,1,629.04,0,435.38
S1-100529,19/12/2023,Standard Class,Corporate,United States,Florida,Tampa,South,Technology,Copiers,3,793.16,0,538.3066667
S1-100530,29/01/2022,Standard Class,Consumer,United States,Illinois,Joliet,Central,Technology,Accessories,3,798.96,0,523.4633333
S1-100531,27/05/2021,Standard Class,Consumer,United States,Washington,Spokane,West,Office Supplies,Art,2,36.82,0.2,21.27
S1-100532,07/08/2022,Standard Class,Consumer,United States,California,San Francisco,West,Technology,Phones,1,483.81,0.2,283.06
S1-100533,03/11/2021,Standard Class,Consumer,United States,Arizona,Chandler,West,Furniture,Chairs,4,557.58,0,473.29
S1-100534,17/02/2022,Standard Class,Consumer,United States,Florida,Miami,South,Technology,Copiers,1,580.11,0.1,417.6
S1-100535,20/11/2021,First Class,Home Office,United States,Massachusetts,Springfield,East,Office Supplies,Art,4,478.53,0,339.335
S1-100536,13/04/2022,Standard Class,Home Office,United States,Colorado,Denver,West,Furniture,Furnishings,4,345.14,0.1,263.555
S1-100537,25/07/2022,First Class,Corporate,United States,Texas,Fort Worth,Central,Furniture,Bookcases,3,208.22,0.1,124.6033333
S1-100538,02/03/2021,First Class,Consumer,United States,New York,Albany,East,Technology,Phones,4,73.37,0,54.0475
S1-100539,07/11/2022,Standard Class,Consumer,United States,Illinois,Aurora,Central,Technology,Accessories,2,253.18,0,204.15
S1-100540,06/03/2022,First Class,Corporate,United States,Colorado,Colorado Springs,West,Office Supplies,Paper,3,286.95,0,191.67
S1-100541,24/11/2021,Standard Class,Corporate,United States,New York,Albany,East,Furniture,Chairs,2,29.87,0.3,13.475
S1-100542,26/05/2021,Second Class,Home Office,United States,Florida,Tampa,South,Technology,Phones,3,760.77,0.1,601.4
S1-100543,19/10/2021,Standard Class,Corporate,United States,Florida,Tampa,South,Office Supplies,Storage,1,664.84,0,587.18
S1-100544,06/06/2022,Standard Class,Home Office,United States,Texas,Fort Worth,Central,Technology,Copiers,2,662.19,0,504.07
S1-100545,06/11/2022,Standard Class,Home Office,United States,California,San Jose,West,Technology,Phones,3,146.71,0,96.47333333
S1-100546,17/12/2021,Standard Class,Consumer,United States,Colorado,Denver,West,Furniture,Bookcases,4,637.94,0,481.9725
S1-100547,04/03/2021,Same Day,Corporate,United States,Colorado,Denver,West,Technology,Phones,1,171.63,0,132.49
S1-100548,12/10/2021,Second Class,Home Office,United States,California,Los Angeles,West,Office Supplies,Binders,4,705.02,0,510.175
S1-100549,24/01/2022,Standard Class,Home Office,United States,Florida,Jacksonville,South,Furniture,Tables,2,771.64,0,468.43
S1-100550,03/08/2022,Standard Class,Home Office,United States,Texas,Austin,Central,Furniture,Bookcases,2,138.95,0,116.135
S1-100551,12/08/2021,Standard Class,Consumer,United States,Texas,Austin,Central,Office Supplies,Binders,4,144.95,0,93.3
S1-100552,23/07/2023,First Class,Consumer,United States,Washington,Spokane,West,Office Supplies,Art,4,248.55,0,220.3075
S1-100553,17/02/2022,Standard Class,Corporate,United States,Florida,Tallahassee,South,Office Supplies,Binders,4,241.81,0,171.8825
S1-100554,25/09/2022,Standard Class,Corporate,United States,Massachusetts,Worcester,East,Office Supplies,Storage,2,777.4,0,622.91
S1-100555,08/11/2021,Standard Class,Corporate,United States,New York,New York,East,Office Supplies,Paper,4,245.69,0,196.825
S1-100556,08/04/2023,First Class,Home Office,United States,Massachusetts,Cambridge,East,Furniture,Chairs,1,531.5,0,349.85
S1-100557,05/01/2021,Second Class,Consumer,United States,Texas,Houston,Central,Office Supplies,Labels,1,785.87,0,672.08
S1-100558,06/05/2022,Second Class,Corporate,United States,Colorado,Colorado Springs,West,Furniture,Bookcases,4,457.08,0,341.375
S1-100559,23/09/2021,Standard Class,Corporate,United States,Washington,Bellevue,West,Office Supplies,Paper,3,732.63,0,565.84
S1-100560,16/04/2022,Second Class,Consumer,United States,Illinois,Chicago,Central,Technology,Machines,3,50.76,0,36.99
S1-100561,13/08/2023,Standard Class,Corporate,United States,California,San Francisco,West,Furniture,Bookcases,1,355.16,0.1,249.86
S1-100562,20/08/2023,Standard Class,Consumer,United States,Washington,Spokane,West,Office Supplies,Art,3,589.21,0.1,327.5566667
S1-100563,04/04/2022,Standard Class,Consumer,United States,Washington,Seattle,West,Office Supplies,Paper,3,213.75,0.1,118.2
S1-100564,19/06/2023,Standard Class,Corporate,United States,Florida,Jacksonville,South,Technology,Accessories,1,466.42,0,340.66
S1-100565,18/11/2023,Second Class,Consumer,United States,Nevada,Reno,West,Office Supplies,Binders,1,729.94,0.1,420.43
S1-100566,24/12/2023,First Class,Consumer,United States,Washington,Seattle,West,Office Supplies,Paper,3,209.43,0.2,133.5566667
S1-100567,14/11/2022,Standard Class,Consumer,United States,Colorado,Aurora,West,Office Supplies,Storage,4,136.11,0,112.4725
S1-100568,01/07/2023,First Class,Consumer,United States,Nevada,Henderson,West,Furniture,Bookcases,1,60.52,0,50.28
S1-100569,07/01/2021,Standard Class,Corporate,United States,Illinois,Chicago,Central,Office Supplies,Labels,2,103.49,0.2,70.885
S1-100570,08/04/2021,Second Class,Consumer,United States,Nevada,Las Vegas,West,Furniture,Furnishings,2,723.57,0.1,401.985
S1-100571,16/03/2022,Standard Class,Consumer,United States,Arizona,Mesa,West,Technology,Copiers,1,661.87,0.3,291.65
S1-100572,29/04/2023,Standard Class,Corporate,United States,Arizona,Phoenix,West,Furniture,Furnishings,4,522.16,0,455.2675
S1-100573,20/06/2022,Standard Class,Consumer,United States,New York,Syracuse,East,Technology,Machines,4,492.13,0,430.23
S1-100574,09/07/2022,Same Day,Corporate,United States,Arizona,Chandler,West,Technology,Machines,1,150.6,0.3,93.89
S1-100575,22/12/2021,Standard Class,Consumer,United States,California,San Diego,West,Technology,Machines,3,118.58,0,79.67333333
S1-100576,20/01/2023,Second Class,Consumer,United States,California,Sacramento,West,Technology,Machines,2,289.93,0,204.535
S1-100577,04/02/2022,Standard Class,Consumer,United States,Nevada,Sparks,West,Furniture,Bookcases,1,567.72,0,463.93
S1-100578,09/04/2021,Standard Class,Consumer,United States,Massachusetts,Lowell,East,Office Supplies,Labels,3,703.98,0.1,534.4466667
S1-100579,22/04/2021,Standard Class,Corporate,United States,Nevada,North Las Vegas,West,Furniture,Chairs,3,417.9,0.2,266.7466667
S1-100580,07/01/2022,Second Class,Consumer,United States,Washington,Bellevue,West,Technology,Copiers,3,565.69,0.1,315.0266667
S1-100581,24/10/2022,Standard Class,Consumer,United States,Illinois,Chicago,Central,Technology,Copiers,4,243.7,0,171.8625
S1-100582,28/06/2022,Second Class,Consumer,United States,Colorado,Aurora,West,Technology,Phones,1,550.95,0,417.41
S1-100583,11/09/2021,Standard Class,Consumer,United States,Colorado,Colorado Springs,West,Furniture,Bookcases,1,699.82,0,519.27
S1-100584,26/04/2021,Second Class,Consumer,United States,Florida,Orlando,South,Furniture,Bookcases,4,753.37,0,474.6475
S1-100585,14/11/2022,Standard Class,Consumer,United States,Massachusetts,Lowell,East,Furniture,Tables,4,467.22,0,358.0475
S1-100586,27/09/2022,Standard Class,Corporate,United States,Colorado,Denver,West,Office Supplies,Art,2,661.88,0.1,380.34
S1-100587,02/05/2021,Standard Class,Consumer,United States,Colorado,Colorado Springs,West,Furniture,Chairs,2,487.87,0,397.005
S1-100588,21/02/2022,Standard Class,Consumer,United States,Florida,Orlando,South,Technology,Machines,1,212.15,0,180.93
S1-100589,06/02/2023,Standard Class,Consumer,United States,Massachusetts,Worcester,East,Office Supplies,Labels,4,97.7,0.1,66.7175
S1-100590,21/10/2021,Standard Class,Consumer,United States,Nevada,Las Vegas,West,Furniture,Furnishings,4,510.17,0,350.83
S1-100591,03/09/2022,Standard Class,Consumer,United States,Massachusetts,Boston,East,Office Supplies,Binders,3,639.36,0.1,495.2333333
S1-100592,07/06/2022,Standard Class,Corporate,United States,Washington,Seattle,West,Technology,Accessories,1,656.42,0.1,509.98
S1-100593,07/09/2021,First Class,Consumer,United States,Massachusetts,Cambridge,East,Furniture,Chairs,3,195.65,0,155.87
S1-100594,01/06/2022,Second Class,Consumer,United States,Colorado,Boulder,West,Furniture,Furnishings,2,50.36,0,35.78
S1-100595,19/08/2021,Standard Class,Consumer,United States,Florida,Tampa,South,Office Supplies,Paper,3,439.11,0,351.47
S1-100596,02/09/2021,Second Class,Corporate,United States,California,Los Angeles,West,Office Supplies,Binders,1,619.37,0,486.99
S1-100597,16/01/2023,Second Class,Home Office,United States,Florida,Miami,South,Office Supplies,Labels,1,605.78,0,392.59
S1-100598,14/01/2023,Standard Class,Corporate,United States,Illinois,Naperville,Central,Technology,Accessories,2,38.97,0,34.49
S1-100599,11/04/2021,First Class,Corporate,United States,Texas,San Antonio,Central,Technology,Machines,2,466.64,0.1,360.495
S1-100600,07/06/2021,First Class,Consumer,United States,Washington,Seattle,West,Office Supplies,Paper,2,526.02,0.2,351.32
S1-100601,26/02/2023,First Class,Consumer,United States,Arizona,Chandler,West,Furniture,Bookcases,1,129.35,0.1,95.83
S1-100602,26/04/2021,Standard Class,Corporate,United States,Massachusetts,Lowell,East,Furniture,Furnishings,4,125.59,0,110.16
S1-100603,07/02/2022,Standard Class,Home Office,United States,Florida,Tampa,South,Furniture,Chairs,4,730.31,0,486.4075
S1-100604,26/05/2022,Standard Class,Consumer,United States,Washington,Seattle,West,Technology,Machines,2,317.24,0,215.675
S1-100605,04/02/2022,First Class,Consumer,United States,Washington,Tacoma,West,Technology,Phones,1,111.66,0,94.07
S1-100606,12/11/2023,Standard Class,Consumer,United States,Colorado,Boulder,West,Furniture,Tables,4,391.94,0,269.1225
S1-100607,15/05/2021,First Class,Corporate,United States,Massachusetts,Boston,East,Furniture,Chairs,3,502.55,0,311.8833333
S1-100608,23/01/2023,Second Class,Consumer,United States,Texas,Houston,Central,Office Supplies,Paper,4,395.83,0,278.8975
S1-100609,06/03/2023,Standard Class,Home Office,United States,California,Los Angeles,West,Office Supplies,Art,2,56.74,0,44.91
S1-100610,26/08/2023,Second Class,Consumer,United States,Illinois,Chicago,Central,Technology,Machines,4,783.92,0,556.83
S1-100611,22/03/2021,Standard Class,Consumer,United States,California,San Diego,West,Furniture,Furnishings,4,312.43,0,268.36
S1-100612,29/09/2021,Standard Class,Consumer,United States,California,San Diego,West,Technology,Accessories,2,199.76,0,151.905
S1-100613,07/07/2023,Standard Class,Consumer,United States,New York,Albany,East,Technology,Accessories,1,765.73,0,501.52
S1-100614,25/01/2023,Second Class,Corporate,United States,Texas,Houston,Central,Furniture,Bookcases,3,619.77,0,542.6266667
S1-100615,18/08/2021,First Class,Consumer,United States,Nevada,North Las Vegas,West,Office Supplies,Binders,1,363.77,0,218.69
S1-100616,19/07/2023,Second Class,Home Office,United States,Colorado,Boulder,West,Office Supplies,Storage,3,483.97,0,340.5733333
S1-100617,04/09/2021,Standard Class,Consumer,United States,Massachusetts,Worcester,East,Office Supplies,Storage,4,566.89,0,403.315
S1-100618,07/04/2021,Second Class,Consumer,United States,California,San Jose,West,Technology,Copiers,3,576.97,0,453.9966667
S1-100619,27/04/2021,Same Day,Consumer,United States,Nevada,Las Vegas,West,Furniture,Tables,2,631.63,0,466.135
S1-100620,13/07/2023,First Class,Consumer,United States,Illinois,Naperville,Central,Office Supplies,Paper,3,319.63,0,194.7866667
S1-100621,30/10/2021,Standard Class,Consumer,United States,California,San Francisco,West,Office Supplies,Storage,1,429.04,0,282.59
S1-100622,16/12/2022,Standard Class,Consumer,United States,Washington,Spokane,West,Office Supplies,Paper,1,391.01,0,287.66
S1-100623,16/04/2021,Standard Class,Consumer,United States,Massachusetts,Worcester,East,Technology,Phones,1,339.49,0,289.06
S1-100624,07/07/2022,Standard Class,Consumer,United States,Colorado,Denver,West,Furniture,Furnishings,1,750.36,0.3,412.26
S1-100625,28/09/2022,Standard Class,Home Office,United States,Nevada,Henderson,West,Office Supplies,Binders,4,522.45,0,389.0475
S1-100626,10/02/2022,Standard Class,Consumer,United States,Nevada,Las Vegas,West,Furniture,Bookcases,4,64.33,0.1,35.3875
S1-100627,08/03/2022,Standard Class,Consumer,United States,Washington,Spokane,West,Office Supplies,Paper,3,172.08,0,141.9633333
S1-100628,02/08/2021,First Class,Corporate,United States,Arizona,Tucson,West,Office Supplies,Paper,3,406.21,0.3,199.1433333
S1-100629,05/05/2021,Same Day,Consumer,United States,Arizona,Scottsdale,West,Technology,Machines,4,644.57,0,440.665
S1-100630,12/07/2023,Second Class,Corporate,United States,New York,Rochester,East,Office Supplies,Paper,1,556.01,0.1,352.7
S1-100631,12/01/2021,Second Class,Corporate,United States,Texas,Fort Worth,Central,Technology,Phones,3,427.54,0.1,287.29
S1-100632,15/02/2022,Standard Class,Corporate,United States,New York,Buffalo,East,Technology,Phones,1,678,0,488.78
S1-100633,09/08/2023,Second Class,Corporate,United States,Washington,Everett,West,Office Supplies,Storage,2,344.8,0,222.49
S1-100634,19/08/2023,Second Class,Consumer,United States,Nevada,Sparks,West,Technology,Accessories,3,763.99,0.1,514.63
S1-100635,26/08/2023,Standard Class,Consumer,United States,Arizona,Scottsdale,West,Technology,Accessories,2,265.9,0.2,160.05
S1-100636,15/09/2023,Second Class,Home Office,United States,Florida,Jacksonville,South,Office Supplies,Paper,2,348.9,0,267.265
S1-100637,05/12/2022,Standard Class,Consumer,United States,Nevada,Las Vegas,West,Technology,Copiers,1,240.39,0.2,132.2
S1-100638,25/07/2021,Standard Class,Consumer,United States,Arizona,Scottsdale,West,Office Supplies,Art,4,224.2,0,200.1825
S1-100639,14/03/2021,First Class,Corporate,United States,Texas,San Antonio,Central,Furniture,Chairs,4,635.59,0,487.535
S1-100640,10/05/2021,Standard Class,Consumer,United States,Texas,Dallas,Central,Furniture,Bookcases,3,769.96,0,611.91
S1-100641,17/10/2023,Second Class,Consumer,United States,California,San Francisco,West,Office Supplies,Labels,1,362.57,0,313.05
S1-100642,28/09/2023,Standard Class,Consumer,United States,Florida,Tampa,South,Technology,Machines,1,95.99,0,71.03
S1-100643,06/12/2022,Standard Class,Corporate,United States,Washington,Tacoma,West,Furniture,Furnishings,2,407.99,0,349.36
S1-100644,21/01/2021,Second Class,Consumer,United States,Washington,Everett,West,Technology,Machines,1,553.63,0,445.74
S1-100645,15/12/2023,Second Class,Corporate,United States,New York,Buffalo,East,Office Supplies,Binders,3,380.27,0.1,257.7533333
S1-100646,23/03/2022,First Class,Corporate,United States,New York,Albany,East,Technology,Accessories,4,203.37,0.1,162.2025
S1-100647,09/01/2021,Standard Class,Consumer,United States,Washington,Bellevue,West,Technology,Copiers,1,633.3,0,426.87
S1-100648,17/03/2023,Same Day,Home Office,United States,Arizona,Mesa,West,Technology,Copiers,4,207.37,0,125.7
S1-100649,08/04/2021,Standard Class,Corporate,United States,New York,Albany,East,Technology,Phones,1,356.37,0,253.82
S1-100650,06/08/2021,Standard Class,Corporate,United States,Massachusetts,Cambridge,East,Office Supplies,Labels,1,754.52,0,585.98
S1-100651,15/01/2021,Standard Class,Consumer,United States,Arizona,Phoenix,West,Furniture,Furnishings,2,586.66,0,389.06
S1-100652,07/06/2021,Standard Class,Consumer,United States,Massachusetts,Worcester,East,Furniture,Chairs,4,245.64,0,185.1825
S1-100653,10/07/2022,Second Class,Consumer,United States,New York,Syracuse,East,Technology,Phones,1,102.74,0,77.23
S1-100654,19/03/2021,Standard Class,Consumer,United States,Nevada,Henderson,West,Technology,Copiers,4,33.25,0,27.1475
S1-100655,02/06/2021,Standard Class,Consumer,United States,Nevada,Henderson,West,Technology,Phones,2,683.97,0,590.015
S1-100656,17/10/2023,First Class,Consumer,United States,Washington,Spokane,West,Furniture,Furnishings,3,462.34,0,362.9233333
S1-100657,07/09/2021,Same Day,Consumer,United States,Colorado,Boulder,West,Office Supplies,Art,3,357.64,0.1,286.6866667
S1-100658,25/03/2023,Standard Class,Consumer,United States,Nevada,North Las Vegas,West,Technology,Phones,2,7.78,0.3,4.68
S1-100659,25/04/2023,Standard Class,Home Office,United States,New York,Albany,East,Office Supplies,Labels,2,199.3,0,125.16
S1-100660,28/03/2021,Standard Class,Corporate,United States,California,Los Angeles,West,Furniture,Chairs,1,693.47,0,438.67
S1-100661,03/03/2023,Standard Class,Home Office,United States,Arizona,Tucson,West,Office Supplies,Paper,1,332.48,0.2,179.13
S1-100662,08/08/2021,Second Class,Consumer,United States,Nevada,Henderson,West,Furniture,Tables,4,515.24,0,340.305
S1-100663,10/05/2022,Standard Class,Corporate,United States,Colorado,Denver,West,Technology,Copiers,2,102.03,0.1,76.965
S1-100664,13/04/2021,Standard Class,Corporate,United States,California,Sacramento,West,Furniture,Tables,1,62.24,0,54.46
S1-100665,03/10/2023,Standard Class,Consumer,United States,Colorado,Aurora,West,Technology,Copiers,2,481.82,0.3,282.1
S1-100666,27/02/2023,First Class,Consumer,United States,Florida,Tallahassee,South,Furniture,Furnishings,3,645.95,0,424.8333333
S1-100667,17/02/2021,Standard Class,Corporate,United States,Florida,Orlando,South,Office Supplies,Storage,1,351.37,0.2,171.7
S1-100668,16/12/2021,Standard Class,Consumer,United States,Colorado,Aurora,West,Office Supplies,Labels,2,754,0.2,462.885
S1-100669,28/01/2021,Standard Class,Consumer,United States,Washington,Seattle,West,Technology,Machines,2,277.62,0,226.685
S1-100670,03/09/2023,Standard Class,Consumer,United States,New York,Albany,East,Technology,Phones,2,137.6,0,107.575
S1-100671,24/02/2022,Standard Class,Corporate,United States,Texas,Fort Worth,Central,Furniture,Bookcases,4,593.22,0.1,420.4775
S1-100672,01/02/2021,Standard Class,Consumer,United States,Florida,Orlando,South,Office Supplies,Paper,2,32.48,0,26.815
S1-100673,02/11/2022,Standard Class,Consumer,United States,Nevada,Reno,West,Technology,Machines,4,16.72,0,14.0075
S1-100674,28/01/2022,Second Class,Consumer,United States,Illinois,Aurora,Central,Furniture,Chairs,1,490.66,0,361.44
S1-100675,12/07/2023,Standard Class,Consumer,United States,California,San Diego,West,Technology,Machines,1,639.99,0.2,370.73
S1-100676,02/06/2023,Standard Class,Consumer,United States,California,San Jose,West,Technology,Copiers,3,666.49,0,563.8
S1-100677,02/08/2022,Second Class,Consumer,United States,Florida,Tampa,South,Office Supplies,Labels,2,318.97,0,225.345
S1-100678,04/04/2021,First Class,Corporate,United States,Florida,Orlando,South,Office Supplies,Paper,3,365.16,0.1,271.9433333
S1-100679,06/08/2021,Standard Class,Corporate,United States,Florida,Orlando,South,Technology,Copiers,3,619.29,0,474.8166667
S1-100680,28/10/2021,Second Class,Home Office,United States,Washington,Bellevue,West,Office Supplies,Binders,4,423.4,0.3,215.56
S1-100681,12/03/2022,Same Day,Consumer,United States,Texas,Dallas,Central,Office Supplies,Paper,1,509.18,0,324.37
